书籍编号,书名（25字符以内）,作者（不包含国籍等其他信息）,出版社,ISBN（10或13位纯阿拉伯数字）,字数（纯阿拉伯数字）,ER值（运营无需提供）（100~1300之间）,基础评分（十分制，精确到小数点后一位）,评分人数（1~1000）,原图书标签,一级标签（必填）,二级标签（必填）,特殊标签（选填）获奖、窦桂梅、新课标等,年级（与考拉年级标注对应）,定价,平台售价,折扣,出版日期,简介（无字数限制，顶行）,
850018,大学,焦金鹏,二十一世纪出版社,9787556804771,10000,1020,8.5,178,国学经典,国学/礼仪,经典国学,,7.5,,,,,《国学经典诵读丛书：大学》通过诵读国学经典，让广大幼童和小学生从小接受中华经典美文熏陶，感悟中华文化的博大精深、源远流长，培养多读书、读好书的良好习惯，陶冶情操，增强民族自信心和自豪感，并从经典中学到做人处事的道理。,
850019,浮生六记（精装本）,沈复,中国画报出版社,9787802209145,150000,1010,9.0,1000,国学经典,国学/礼仪,经典国学,,8,,,,,本书以作者夫妇生活为主线，记叙了平凡而又充满情趣的居家生活的浪游各地的所见所闻。作品描述了作者和妻子陈芸情投意合，想要过一种布衣素食而从事艺术的生活，由于封建礼教的压迫与贫困生活的煎熬，终至理想破灭。本书文字清新直率，无雕琢藻饰痕迹，情节则伉俪情深、至死不复；始于欢乐，终于忧患，飘零他乡，悲切动人。,
850020,庄子,孙通海,中华书局,9787101055207,180000,980,9.4,285,国学经典,国学/礼仪,经典国学,,7.5,,,,,庄子思想秉承老子而有所发展、有所变异，但在核心学说“道”的认识上完全是一脉相承的。庄子名周，生卒年不详，宋国蒙人，曾为蒙地漆园吏。庄子生活在战国时代前期，与魏惠王、齐宣王同时。当时周朝名存实亡，诸侯纷争，战事频仍，社会动荡，人民处于水深火热之中。身处政治黑暗、尔虞我诈、民不聊生的环境中，庄子感同身受，对昏君乱相及趋炎附势之徒无比的憎恶，而对苦难中的平民弱士寄予了无限的同情。《庄子》是继《老子》之后体现道家学说的一部极其重要的作品。现今通行的《庄子》一书，分为“内篇”、“外篇”、“杂篇”三部分，共三十三篇。以其深邃的思想内容和奇诡的创作手法，在先秦诸子散文中独树一帜，是一部洋溢着浪漫主义的散文集。,
850021,中华经典藏书：诗经,王秀梅,中华书局,9787101052756,150000,1080,8.7,321,国学经典,国学/礼仪,经典国学,,8,,,,,《诗经》在中国乃至世界文化史上都占有重要地位，它描写现实、反映现实的写作手法，开创了诗歌创作的现实主义优良传统。《诗经》曾被译为多国文字，日本、朝鲜、越南、法国、德国、英国、俄国都有译本，流传非常广泛。选本入选的篇目都是历来公认的名篇，因篇幅所限，只选了102首，为全书的三分之一。选本分题解、正义、注释、译文四部分。题解主要讲诗的主旨，注释力求简洁明了，译文力求准确流畅。《诗经》共分风、雅、颂三大部分，本书对诗经的诗篇进行了翻译和解说，并探讨了诗歌的文化内涵，是一本很好的研读《诗经》的工具书。,
850022,颜氏家训·朱子家训,颜之推,黄山书社,9787546120706,200000,1010,8.6,321,国学经典,国学/礼仪,经典国学,,8,,,,,中国古代的家训浩如烟海，博大精深。认真研究这些家训，探寻中国古代家庭教育的价值取向，对当今中国的家庭教育和素质教育都有着积极的借鉴意义。这些家训类作品中，流传最广的是《颜氏家训》和《朱子家训》。《颜氏家训》丰富了我国古代家庭教育的内容，对后世产生了很大的影响，被誉为“家教典范”。《朱子家训》将中国几千年形成的道德教育思想以名言警句的形式表达出来，被后人尊为“治家之经”。,
850023,小窗幽记（陈继儒）,陈继儒,首都师范大学出版社,9787565606106,136000,930,7.8,467,国学经典,国学/礼仪,经典国学,,7,,,,,处世之道，就是为人之道，今天我们要立足于社会，明白怎样做人，才能与人和睦相处，待人接物才能通达台理。这确实是一门高深的学问，值得我们终身学习。而在如何立身处世方面，《小窗幽记》为我们指明了一条光明之路。此书与《菜根谭》、《围炉夜话》并称为中国修身养性的兰大奇书，自问世以来一直备受推崇。,
850024,荀子,荀况,首都师范大学出版社,9787565606212,224000,1010,8.8,321,国学经典,国学/礼仪,经典国学,,7.5,,,,,《荀子》汇集了荀子一生的思想精华，全书共有三十二篇，内容可谓博大精深，涉及哲学思想、政治理论、治学方法、立身处世、学术论辩、经济军事等诸多方面，反映了荀子的思想体系和特点。我们从书中选取了具有代表性的篇章，包括《劝学篇》、《天论篇》、《解蔽篇》、《非十二子篇》和《王制篇》、《议兵篇》等。,
850025,楚辞,《读点经典》编委会,凤凰出版社,9787550611863,201600,890,9.1,1000,国学经典,国学/礼仪,经典国学,,6,,,,,楚辞运用楚地（今湖北、湖南地区）的文学样式、方言声韵，叙写楚地的山川人物、历史风情，具有浓厚的地方色彩。如宋人黄伯思所说，“皆书楚语，作楚声，纪楚地，名楚物”。,
850026,儿童中国文化导读3,郭姮妟,复旦大学出版社,9787309095166,28000,710,7.3,321,国学经典,国学/礼仪,经典国学,,4,,,,,南怀瑾先生在多年沉潜于中西文化典籍的同时，也形成了自己的儿童教学观。他充分吸取了《大学》中的合理意见，认为儿童教学当以变化气质为根本目的，以背诵经典为起点进入古人的思想境界，以洒扫应对为手段开始实践培养。《导读》由此而生。所谓“读书百遍，其义自见”，趁着童年时记忆力最旺盛的时期多多记诵经典，将来随着阅历的丰富，经典中所蕴含的义理自然会随时涌现。,
850027,唐诗,何国尧,二十一世纪出版社,9787539195162,50000,480,8.6,321,国学经典,国学/礼仪,经典国学,,2,,,,,诗歌这种文学题材在我国流传已久，但唐代是古典诗歌发展的黄金时代，强大的国力、兼容并包的文化精神与丰厚的文化积累，为唐诗的繁荣准备了充足的条件，众多伟大的诗人把诗歌艺术的发展推向高峰。唐诗是我国优秀的文学遗产，尽管离现在已经有一千多年，但许多诗篇还是被人们广为流传。何国尧编译的《唐诗防近视版》精选经典唐诗，加入注解、译文和赏析，还附有国学小讲堂和单元小测试两个知识模块，既增长知识，又能陶冶情操，从而提高孩子们的文化修养。,
850028,大学·中庸,王国轩,中华书局,9787101052763,70000,970,9.0,1000,国学经典,国学/礼仪,经典国学,,7,,,,,《大学》和《中庸》本是《礼记》中的两篇，经宋儒二程和朱熹等人推崇，与《论语》《孟子》合称为“四书”，虽然篇幅不大却是儒家文化核心经典。《大学》以人的修养为核心，指出了“自天子以至于庶人，壹是皆以修身为本”，提出了从格物致知、诚意正心到修身齐家、治国平天下的完整修养路径，包括了穷究万物事理获得知识，培养道德品性，完善自我人格等方面。《中庸》同《周易》一样，是儒家的哲学理论渊薮，不过《周易》涵盖面广，《中庸》则集中强调与人的自我认识和社会生活相关的道德哲学，自宋代以后《中庸》成为儒者研读的重点，理学的很多概念命题都出自《中庸》，“中庸”的思维方式成为很多学者的生活信条，对宋代以后中华文明特色的形成具有重要作用。,
850029,蒋勋说文学：从《诗经》到陶渊明,蒋勋,中信出版社,9787508643281,180000,960,8.5,900,国学经典,国学/礼仪,经典国学,,6.5,,,,,先秦、汉魏、两晋时期的文学，是中国文学逐渐成熟的阶段，是一幅幅陶冶性灵、崇尚自然，充满激情的生活画卷，它们的美满溢着情窦初开、浪漫忧思、风骨铮铮，为后世的文学树立了不同的典范。蒋勋先生从美学角度系统解析从先秦到“五四”近三千年的中国文学之美。《蒋勋说文学》分上、下两册，上册讲述从《诗经》到陶渊明时期的代表性作品，下册从唐宋散文讲到五四新文学。,
850030,三字经,王应麟,北京联合出版公司,9787550233164,222000,910,8.9,422,国学经典,国学/礼仪,经典国学,,6,,,,,本书以通俗的语言配以精彩插图，逐句为我们解读了这部经典，并用故事的形式，生动形象地讲述了中国传统文化的基本知识。全书分为教育和学习的重要性、知礼仪敬父母、认识我们的世界、经典的永恒绽放、以史为鉴面向未来、少壮多努力这六章。,
950001,国学3（小学国学经典教材）,育灵童教育研究院,北京师范大学出版社,9787303114665,58000,450,8.9,345,国学经典,国学/礼仪,经典国学,,2,,,,,"这是一条经典文化的长河。从这里,你将进入文学、历史、哲学，进入祖国传统文化的圣殿；你将从中细细品味社会和人生，获得成长的自信和快乐，获得人生的智慧和力量！你首先遇到的，是《弟子规》《三字经》《千字文》《笠翁对韵》等经典蒙学读物，它们将引领你初步触摸传统文化的脉搏。而《大学》会告诉你怎样养成修身、齐家、治国、平天下的高尚情怀，《中庸》则会告诉你什么是不偏不倚的为人处世之道。徜徉在经典文化的圣殿，你将结识慈祥的孔子、雄辩的孟子、智慧的老子、幽默的庄子，他们微笑着一路走来，和你一起认识自然，探讨人生。",
950002,国学1（小学国学经典教材）,育灵童教育研究院,北京师范大学出版社,9787303114658,58000,310,8.6,189,国学经典,国学/礼仪,经典国学,,1,,,,,这是一条经典文化的长河。从这里，你将进入文学、历史、哲学，进入祖国传统文化的圣殿；你将从中细细品味社会和人生，获得成长的自信和快乐，获得人生的智慧和力量！你首先遇到的，是《弟子规》《三字经》《千字文》《笠翁对韵》等经典蒙学读物，它们将引领你初步触摸传统文化的脉搏。而《大学》会告诉你怎样养成修身、齐家、治国、平天下的高尚情怀，《中庸》则会告诉你什么是不偏不倚的为人处世之道。徜徉在经典文化的圣殿，你将结识慈祥的孔子、雄辩的孟子、智慧的老子、幽默的庄子，他们微笑着一路走来，和你一起认识自然，探讨人生。,
950003,国学2（小学国学经典教材）,育灵童教育研究院,北京师范大学出版社,9787303117413,64000,310,8.4,300,国学经典,国学/礼仪,经典国学,,1,,,,,本册主体课文是传统启蒙读物《三字经》。相传，《三字经》最初是由宋朝的大学问家王应麟编写的，有关历史朝代的内容又经过后人增补，才形成今天的样子。《三字经》是一部劝导人们，尤其是儿童学习的启蒙读物。它开篇就以传统的“性善论”思想为基础，强调学习对于保持人的善良天性的重要性；其次指出了古人学习的内容和顺序：一是以学做人为本，二是在掌握基本文化知识的基础上，依次学习经部、子部和史部的重要典籍；  三是讲述历史，勾画了中华民族的发展历程；最后列举大量勤学的故事，用来勉励求学的人。《三字经》内容丰富，涵盖面广。从中，你不但能认识很多汉字，还能增长很多知识。你将了解“三才”、“六谷”、“九族”等文化常识，知道《论语》《孟子》等典籍文献，感受朝代更迭、帝王兴衰的纷繁史实，理解丰富深刻的人生哲理。从“黄香温席”、“孔融让梨”的故事中，你将懂得要孝敬父母、尊敬兄长；从“囊萤映雪”、“负薪挂角”的故事中，你将懂得在学习上要勤奋刻苦、孜孜不倦。可以说，《三字经》是我国传统启蒙教育中最有代表性、影响最大的。它不仅在国内流传广泛，家喻户晓，而且被联合国教科文组织列入《世界儿童道德教育丛书》。因而它既是传统的，又是现代的；既是中国的，又是世界的。,
950004,国学4（小学国学经典教材）,育灵童教育研究院,北京师范大学出版社,9787303117444,53000,390,8.4,300,国学经典,国学/礼仪,经典国学,,2,,,,,本册主体课文选自《笠翁对韵》。学习课文优美的韵语，你会充分领略四声的旋律、押韵的神奇、对仗的美妙；你会充分感受对联与诗歌的魅力，感受它们的节奏与韵律。你还能从课文中了解许多有关天文、地理、花木、鸟兽、人物的知识，接触许多古老的神话传说和生动的历史故事。在学习的过程中，一遍遍地诵读，你会感到这些课文像一首首优美的歌曲，节奏鲜明，韵律和谐，从中体会到祖国语言的神奇和美丽，得到无限的乐趣。古人说“熟读唐诗三百首，不会作诗也会吟”，相信学完本册课文，你一定能够领会平仄、对仗、押韵的奇妙，不仅能运用这些知识去品读古代诗文，而且可以小试身手，尝试写作漂亮的诗文一一属于你自己的“对韵歌”。,
950005,国学5（小学国学经典教材）,育灵童教育研究院,北京师范大学出版社,9787303114641,58000,560,8.6,400,国学经典,国学/礼仪,经典国学,,3,,,,,本册主体课文选自“经部”的《论语》。《论语》是记载孔子及其弟子言行的一部语录体著作，是我国古代最重要的文化典籍之一。学习课文，你将结识一位智慧而又慈祥的老者。他始终宣扬和实践“仁者爱人”的理想，努力建立和谐的人际关系；他高举“克己复礼”的旗帜，努力恢复古代的礼乐制度；他带领学生们奔走于鲁、齐、楚、卫之间，努力实现自己的政治理想；他整理古代的文化典籍，成为第一位最有影响的中国文化的传播者；他兴办私学，使下层百姓也像贵族一样获得了受教育的机会；他博学好礼、因材施教、乐以忘忧、废寝忘食、不知老之将至……他就是我国古代伟大的思想家、教育家、儒家学派创始人——孔子。,
950006,国学6（小学国学经典教材）,育灵童教育研究院,北京师范大学出版社,9787303117437,58000,500,7.9,198,国学经典,国学/礼仪,经典国学,,3,,,,,这是一条经典文化的长河。从这里，你将进入文学、历史、哲学，进入祖国传统文化的圣殿；你将从中细细品味社会和人生，获得成长的自信和快乐，获得人生的智慧和力量！你首先遇到的，是《弟子规》《三字经》《千字文》《笠翁对韵》等经典蒙学读物，它们将引领你初步触摸传统文化的脉搏。而《大学》会告诉你怎样养成修身、齐家、治国、平天下的高尚情怀，《中庸》则会告诉你什么是不偏不倚的为人处世之道。徜徉在经典文化的圣殿，你将结识慈祥的孔子、雄辩的孟子、智慧的老子、幽默的庄子，他们微笑着一路走来，和你一起认识自然，探讨人生。,
950007,国学7（小学国学经典教材）,育灵童教育研究院,北京师范大学出版社,9787303114634,58000,640,8.1,230,国学经典,国学/礼仪,经典国学,,4,,,,,这是一条经典文化的长河。从这里，你将进入文学、历史、哲学，进入祖国传统文化的圣殿；你将从中细细品味社会和人生，获得成长的自信和快乐，获得人生的智慧和力量！你首先遇到的，是《弟子规》《三字经》《千字文》《笠翁对韵》等经典蒙学读物，它们将引领你初步触摸传统文化的脉搏。而《大学》会告诉你怎样养成修身、齐家、治国、平天下的高尚情怀，《中庸》则会告诉你什么是不偏不倚的为人处世之道。徜徉在经典文化的圣殿，你将结识慈祥的孔子、雄辩的孟子、智慧的老子、幽默的庄子，他们微笑着一路走来，和你一起认识自然，探讨人生。,
950008,国学8（小学国学经典教材）,育灵童教育研究院,北京师范大学出版社,9787303117420,58000,720,8.7,388,国学经典,国学/礼仪,经典国学,,4.5,,,,,本册主体课文选自“经部”的《孟子》。《孟子》记录了战国思想家孟轲的思想和言行，是一部文风刚健的对话体著作。学习课文，你将面对一位精神焕发的老者――孟轲。他是贵真求善的哲人，又是至诚仁爱的贤者；他是积极进取的士人，又是诲人不倦的良师。他会告诉你，人的本性是善良的；他会告诉你，人应该在艰苦的环境中磨砺意志，不断完善自己的道德；他还会告诉你，只有不为贫贱所移、不为威武所屈的人，才是真正的大丈夫。读读《孟子》中的这些格言吧：“民为贵，社稷次之，君为轻”“老吾老，以及人之老；幼吾幼，以及人之幼”“仰不愧于天，俯不怍于人”“穷则独善其身，达则兼善天下”“如欲平治天下，当今之世，舍我其谁也”……一路走来，你会发现这位言语犀利、滔滔雄辩的老者，其实是既可敬又可爱的。他刚强正直，胸中充盈着浩然之气；他崇尚王道，极力反对称霸战争；他意志坚定，始终追求“仁政”的社会理想；他好为人师，把“得天下英才而教育之”当做世间最快乐的事情之一……“铁肩担道义，妙手著文章”，他就是这样一位英气勃勃的儒者。我们坚信，与孟子同游，你对人性会有更深刻的认识，你的内心会变得无比充实，你的志向会变得更加高远，你的人生态度会变得更加积极！,
